study_accession	external_trait	source_url	local_raw_file	munged_sumstats_file	raw_file_exists	dataset	dataset_note
GCST90302060	Cholesteryl esters to total lipids ratio in medium VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302060/GCST90302060.tsv	D:/metabolic/GCST90302060.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302060.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302061	Free cholesterol in medium VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302061/GCST90302061.tsv	D:/metabolic/GCST90302061.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302061.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302062	Free cholesterol to total lipids ratio in medium VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302062/GCST90302062.tsv	D:/metabolic/GCST90302062.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302062.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302063	Total lipids in medium VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302063/GCST90302063.tsv	D:/metabolic/GCST90302063.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302063.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302064	Concentration of medium VLDL particles	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302064/GCST90302064.tsv	D:/metabolic/GCST90302064.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302064.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302065	Phospholipids in medium VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302065/GCST90302065.tsv	D:/metabolic/GCST90302065.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302065.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302066	Phospholipids to total lipids ratio in medium VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302066/GCST90302066.tsv	D:/metabolic/GCST90302066.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302066.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302067	Triglycerides in medium VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302067/GCST90302067.tsv	D:/metabolic/GCST90302067.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302067.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302068	Triglycerides to total lipids ratio in medium VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302068/GCST90302068.tsv	D:/metabolic/GCST90302068.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302068.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302069	Phosphatidylcholine and other choline levels	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302069/GCST90302069.tsv	D:/metabolic/GCST90302069.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302069.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302070	Phenylalanine levels	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302070/GCST90302070.tsv	D:/metabolic/GCST90302070.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302070.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302071	Polyunsaturated fatty acids	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302071/GCST90302071.tsv	D:/metabolic/GCST90302071.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302071.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302072	Ratio of polyunsaturated fatty acids to total fatty acids	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302072/GCST90302072.tsv	D:/metabolic/GCST90302072.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302072.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302073	Pyruvate levels	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302073/GCST90302073.tsv	D:/metabolic/GCST90302073.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302073.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302074	Remnant cholesterol (non-HDL, non-LDL -cholesterol)	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302074/GCST90302074.tsv	D:/metabolic/GCST90302074.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302074.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302075	Serum total cholesterol levels	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302075/GCST90302075.tsv	D:/metabolic/GCST90302075.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302075.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302076	Serum total triglyceride levels	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302076/GCST90302076.tsv	D:/metabolic/GCST90302076.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302076.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302077	Saturated fatty acids	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302077/GCST90302077.tsv	D:/metabolic/GCST90302077.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302077.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302078	Ratio of saturated fatty acids to total fatty acids	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302078/GCST90302078.tsv	D:/metabolic/GCST90302078.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302078.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302079	Total cholesterol levels in small HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302079/GCST90302079.tsv	D:/metabolic/GCST90302079.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302079.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302080	Total cholesterol to total lipids ratio in small HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302080/GCST90302080.tsv	D:/metabolic/GCST90302080.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302080.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302081	Cholesterol esters in small HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302081/GCST90302081.tsv	D:/metabolic/GCST90302081.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302081.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302082	Cholesteryl esters to total lipids ratio in small HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302082/GCST90302082.tsv	D:/metabolic/GCST90302082.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302082.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302083	Free cholesterol in small HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302083/GCST90302083.tsv	D:/metabolic/GCST90302083.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302083.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302084	Free cholesterol to total lipids ratio in small HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302084/GCST90302084.tsv	D:/metabolic/GCST90302084.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302084.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302085	Total lipids in small HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302085/GCST90302085.tsv	D:/metabolic/GCST90302085.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302085.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302086	Concentration of small HDL particles	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302086/GCST90302086.tsv	D:/metabolic/GCST90302086.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302086.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302087	Phospholipids in small HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302087/GCST90302087.tsv	D:/metabolic/GCST90302087.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302087.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302088	Phospholipids to total lipids ratio in small HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302088/GCST90302088.tsv	D:/metabolic/GCST90302088.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302088.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302089	Triglycerides in small HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302089/GCST90302089.tsv	D:/metabolic/GCST90302089.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302089.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302090	Triglycerides to total lipids ratio in small HDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302090/GCST90302090.tsv	D:/metabolic/GCST90302090.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302090.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302091	Total Cholesterol in small LDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302091/GCST90302091.tsv	D:/metabolic/GCST90302091.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302091.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302092	Total cholesterol to total lipids ratio in small LDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302092/GCST90302092.tsv	D:/metabolic/GCST90302092.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302092.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302093	Cholesterol esters in small LDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302093/GCST90302093.tsv	D:/metabolic/GCST90302093.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302093.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302094	Cholesteryl esters to total lipids ratio in small LDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302094/GCST90302094.tsv	D:/metabolic/GCST90302094.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302094.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302095	Free cholesterol in small LDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302095/GCST90302095.tsv	D:/metabolic/GCST90302095.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302095.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302096	Free cholesterol to total lipids ratio in small LDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302096/GCST90302096.tsv	D:/metabolic/GCST90302096.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302096.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302097	Total lipids in small LDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302097/GCST90302097.tsv	D:/metabolic/GCST90302097.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302097.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302098	Concentration of small LDL particles	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302098/GCST90302098.tsv	D:/metabolic/GCST90302098.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302098.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302099	Phospholipids in small LDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302099/GCST90302099.tsv	D:/metabolic/GCST90302099.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302099.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302100	Phospholipids to total lipids ratio in small LDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302100/GCST90302100.tsv	D:/metabolic/GCST90302100.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302100.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302101	Triglycerides in small LDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302101/GCST90302101.tsv	D:/metabolic/GCST90302101.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302101.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302102	Triglycerides to total lipids ratio in small LDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302102/GCST90302102.tsv	D:/metabolic/GCST90302102.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302102.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302103	Sphingomyelins levels	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302103/GCST90302103.tsv	D:/metabolic/GCST90302103.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302103.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302104	Total cholesterol in small VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302104/GCST90302104.tsv	D:/metabolic/GCST90302104.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302104.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302105	Total cholesterol to total lipids ratio in small VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302105/GCST90302105.tsv	D:/metabolic/GCST90302105.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302105.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302106	Cholesterol esters in small VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302106/GCST90302106.tsv	D:/metabolic/GCST90302106.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302106.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302107	Cholesteryl esters to total lipids ratio in small VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302107/GCST90302107.tsv	D:/metabolic/GCST90302107.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302107.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302108	Free cholesterol in small VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302108/GCST90302108.tsv	D:/metabolic/GCST90302108.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302108.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302109	Free cholesterol to total lipids ratio in small VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302109/GCST90302109.tsv	D:/metabolic/GCST90302109.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302109.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302110	Total lipids in small VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302110/GCST90302110.tsv	D:/metabolic/GCST90302110.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302110.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302111	Concentration of small VLDL particles	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302111/GCST90302111.tsv	D:/metabolic/GCST90302111.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302111.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302112	Phospholipids in small VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302112/GCST90302112.tsv	D:/metabolic/GCST90302112.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302112.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302113	Phospholipids to total lipids ratio in small VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302113/GCST90302113.tsv	D:/metabolic/GCST90302113.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302113.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302114	Triglycerides in small VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302114/GCST90302114.tsv	D:/metabolic/GCST90302114.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302114.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302115	Triglycerides to total lipids ratio in small VLDL	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302115/GCST90302115.tsv	D:/metabolic/GCST90302115.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302115.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302116	Ratio of triglycerides to phosphoglycerides	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302116/GCST90302116.tsv	D:/metabolic/GCST90302116.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302116.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302117	Total cholines levels	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302117/GCST90302117.tsv	D:/metabolic/GCST90302117.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302117.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
GCST90302118	Total fatty acids	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302118/GCST90302118.tsv	D:/metabolic/GCST90302118.tsv	D:/metabolic/external_support_karjalainen233/sumstats/GCST90302118.sumstats.gz	True	karjalainen_nature_2024_233_metabolites	Public GWAS Catalog summary statistics from Karjalainen et al. Nature 2024; trait-specific files are predominantly multi-ancestry meta-analysis rather than European-only releases.
